OpenCTD,,,,,,,,Commercial CTD,,,,
Raw Data,,,,,Processed Data,,,Raw Data,,,Processed Data,
Temp 1,Temp 2,Temp 3,Pressure,,Depth (m),Temp C,,Depth (m),Temp C,,Depth (m),Temp Temp C
,,,,,,,,16.189,10.347,,16.19,10.35
,,,,,,,,16.2,10.3216,,16.2,10.32
,,,,,,,,16.2,10.3076,,16.2,10.31
,,,,,,,,16.23,10.2982,,16.23,10.3
,,,,,,,,16.24,10.2922,,16.24,10.29
,,,,,,,,16.24,10.2872,,16.24,10.29
,,,,,,,,16.249,10.2813,,16.25,10.28
,,,,,,,,16.24,10.2767,,16.24,10.28
,,,,,,,,16.279,10.2749,,16.28,10.27
,,,,,,,,16.26,10.275,,16.26,10.28
,,,,,,,,16.26,10.275,,16.26,10.28
,,,,,,,,16.27,10.2727,,16.27,10.27
,,,,,,,,16.279,10.2719,,16.28,10.27
,,,,,,,,16.3,10.2717,,16.3,10.27
,,,,,,,,16.31,10.2729,,16.31,10.27
,,,,,,,,16.31,10.2732,,16.31,10.27
,,,,,,,,16.34,10.2726,,16.34,10.27
,,,,,,,,16.34,10.2696,,16.34,10.27
,,,,,,,,16.34,10.2635,,16.34,10.26
,,,,,,,,16.35,10.2563,,16.35,10.26
,,,,,,,,16.361,10.2526,,16.36,10.25
,,,,,,,,16.37,10.2498,,16.37,10.25
,,,,,,,,16.37,10.2461,,16.37,10.25
,,,,,,,,16.391,10.2415,,16.39,10.24
,,,,,,,,16.38,10.2407,,16.38,10.24
,,,,,,,,16.391,10.2394,,16.39,10.24
,,,,,,,,16.401,10.2352,,16.4,10.24
,,,,,,,,16.41,10.2316,,16.41,10.23
,,,,,,,,16.431,10.2284,,16.43,10.23
,,,,,,,,16.441,10.2268,,16.44,10.23
,,,,,,,,16.452,10.2264,,16.45,10.23
,,,,,,,,16.452,10.2244,,16.45,10.22
,,,,,,,,16.471,10.2219,,16.47,10.22
,,,,,,,,16.471,10.2195,,16.47,10.22
,,,,,,,,16.48,10.2181,,16.48,10.22
,,,,,,,,16.491,10.2173,,16.49,10.22
,,,,,,,,16.501,10.2171,,16.5,10.22
,,,,,,,,16.501,10.2166,,16.5,10.22
,,,,,,,,16.512,10.2168,,16.51,10.22
,,,,,,,,16.511,10.2164,,16.51,10.22
,,,,,,,,16.531,10.2155,,16.53,10.22
,,,,,,,,16.541,10.2156,,16.54,10.22
,,,,,,,,16.562,10.2151,,16.56,10.22
,,,,,,,,16.571,10.214,,16.57,10.21
,,,,,,,,16.582,10.2133,,16.58,10.21
,,,,,,,,16.582,10.2125,,16.58,10.21
,,,,,,,,16.592,10.2118,,16.59,10.21
,,,,,,,,16.602,10.2115,,16.6,10.21
,,,,,,,,16.613,10.2111,,16.61,10.21
,,,,,,,,16.622,10.2108,,16.62,10.21
,,,,,,,,16.632,10.2103,,16.63,10.21
,,,,,,,,16.643,10.2106,,16.64,10.21
,,,,,,,,16.643,10.2103,,16.64,10.21
,,,,,,,,16.653,10.2101,,16.65,10.21
,,,,,,,,16.662,10.2101,,16.66,10.21
,,,,,,,,16.683,10.21,,16.68,10.21
,,,,,,,,16.692,10.2101,,16.69,10.21
,,,,,,,,16.692,10.2098,,16.69,10.21
,,,,,,,,16.713,10.2091,,16.71,10.21
,,,,,,,,16.723,10.2082,,16.72,10.21
,,,,,,,,16.732,10.2077,,16.73,10.21
,,,,,,,,16.732,10.2078,,16.73,10.21
,,,,,,,,16.743,10.2078,,16.74,10.21
,,,,,,,,16.753,10.2082,,16.75,10.21
,,,,,,,,16.774,10.2073,,16.77,10.21
,,,,,,,,16.774,10.2063,,16.77,10.21
,,,,,,,,16.783,10.2065,,16.78,10.21
,,,,,,,,16.793,10.2062,,16.79,10.21
,,,,,,,,16.793,10.2057,,16.79,10.21
,,,,,,,,16.814,10.2053,,16.81,10.21
,,,,,,,,16.823,10.2055,,16.82,10.21
,,,,,,,,16.834,10.2048,,16.83,10.2
,,,,,,,,16.844,10.2042,,16.84,10.2
,,,,,,,,16.854,10.2037,,16.85,10.2
,,,,,,,,16.853,10.2037,,16.85,10.2
,,,,,,,,16.863,10.2039,,16.86,10.2
,,,,,,,,16.874,10.204,,16.87,10.2
,,,,,,,,16.884,10.204,,16.88,10.2
,,,,,,,,16.884,10.204,,16.88,10.2
,,,,,,,,16.904,10.2042,,16.9,10.2
,,,,,,,,16.904,10.2042,,16.9,10.2
,,,,,,,,16.914,10.2036,,16.91,10.2
,,,,,,,,16.924,10.2032,,16.92,10.2
,,,,,,,,16.935,10.2027,,16.94,10.2
,,,,,,,,16.944,10.2025,,16.94,10.2
,,,,,,,,16.954,10.2022,,16.95,10.2
,,,,,,,,16.954,10.202,,16.95,10.2
,,,,,,,,16.965,10.2019,,16.97,10.2
,,,,,,,,16.975,10.2021,,16.98,10.2
,,,,,,,,16.975,10.2015,,16.98,10.2
,,,,,,,,16.975,10.2008,,16.98,10.2
,,,,,,,,16.994,10.2002,,16.99,10.2
,,,,,,,,17.005,10.1987,,17.01,10.2
,,,,,,,,17.005,10.198,,17.01,10.2
,,,,,,,,17.015,10.1967,,17.02,10.2
,,,,,,,,17.024,10.1955,,17.02,10.2
,,,,,,,,17.035,10.1939,,17.04,10.19
,,,,,,,,17.045,10.1907,,17.05,10.19
,,,,,,,,17.045,10.1874,,17.05,10.19
,,,,,,,,17.054,10.1851,,17.05,10.19
,,,,,,,,17.066,10.1825,,17.07,10.18
,,,,,,,,17.075,10.181,,17.08,10.18
,,,,,,,,17.075,10.1768,,17.08,10.18
,,,,,,,,17.075,10.174,,17.08,10.17
,,,,,,,,17.096,10.1715,,17.1,10.17
,,,,,,,,17.096,10.1692,,17.1,10.17
,,,,,,,,17.105,10.1657,,17.11,10.17
,,,,,,,,17.115,10.1645,,17.12,10.16
,,,,,,,,17.126,10.1639,,17.13,10.16
,,,,,,,,17.126,10.1611,,17.13,10.16
,,,,,,,,17.145,10.1606,,17.15,10.16
,,,,,,,,17.145,10.1589,,17.15,10.16
,,,,,,,,17.155,10.1576,,17.16,10.16
,,,,,,,,17.166,10.1561,,17.17,10.16
,,,,,,,,17.166,10.1551,,17.17,10.16
,,,,,,,,17.187,10.1536,,17.19,10.15
,,,,,,,,17.185,10.1543,,17.19,10.15
,,,,,,,,17.187,10.1543,,17.19,10.15
,,,,,,,,17.206,10.1533,,17.21,10.15
,,,,,,,,17.206,10.1526,,17.21,10.15
,,,,,,,,17.227,10.1518,,17.23,10.15
,,,,,,,,17.236,10.1511,,17.24,10.15
,,,,,,,,17.236,10.1507,,17.24,10.15
,,,,,,,,17.257,10.1502,,17.26,10.15
,,,,,,,,17.246,10.15,,17.25,10.15
,,,,,,,,17.266,10.1498,,17.27,10.15
,,,,,,,,17.276,10.1488,,17.28,10.15
,,,,,,,,17.278,10.1481,,17.28,10.15
,,,,,,,,17.297,10.148,,17.3,10.15
,,,,,,,,17.297,10.1473,,17.3,10.15
,,,,,,,,17.306,10.1463,,17.31,10.15
,,,,,,,,17.327,10.1457,,17.33,10.15
,,,,,,,,17.327,10.1447,,17.33,10.14
,,,,,,,,17.337,10.1434,,17.34,10.14
,,,,,,,,17.346,10.1412,,17.35,10.14
,,,,,,,,17.357,10.1391,,17.36,10.14
,,,,,,,,17.377,10.1357,,17.38,10.14
,,,,,,,,17.367,10.1329,,17.37,10.13
,,,,,,,,17.388,10.1311,,17.39,10.13
,,,,,,,,17.397,10.1298,,17.4,10.13
,,,,,,,,17.407,10.1288,,17.41,10.13
,,,,,,,,17.408,10.1286,,17.41,10.13
,,,,,,,,17.428,10.1281,,17.43,10.13
,,,,,,,,17.439,10.1278,,17.44,10.13
,,,,,,,,17.437,10.1268,,17.44,10.13
,,,,,,,,17.458,10.126,,17.46,10.13
,,,,,,,,17.458,10.1245,,17.46,10.12
,,,,,,,,17.469,10.1232,,17.47,10.12
,,,,,,,,17.477,10.122,,17.48,10.12
,,,,,,,,17.499,10.1217,,17.5,10.12
,,,,,,,,17.498,10.121,,17.5,10.12
,,,,,,,,17.518,10.1202,,17.52,10.12
,,,,,,,,17.518,10.119,,17.52,10.12
,,,,,,,,17.528,10.118,,17.53,10.12
,,,,,,,,17.539,10.1167,,17.54,10.12
,,,,,,,,17.538,10.1157,,17.54,10.12
,,,,,,,,17.558,10.1144,,17.56,10.11
,,,,,,,,17.568,10.1114,,17.57,10.11
,,,,,,,,17.569,10.1088,,17.57,10.11
,,,,,,,,17.589,10.1075,,17.59,10.11
,,,,,,,,17.589,10.1051,,17.59,10.11
,,,,,,,,17.589,10.1036,,17.59,10.1
,,,,,,,,17.609,10.1015,,17.61,10.1
,,,,,,,,17.629,10.0995,,17.63,10.1
,,,,,,,,17.619,10.098,,17.62,10.1
,,,,,,,,17.638,10.0952,,17.64,10.1
,,,,,,,,17.64,10.0909,,17.64,10.09
,,,,,,,,17.649,10.086,,17.65,10.09
,,,,,,,,17.649,10.0813,,17.65,10.08
,,,,,,,,17.66,10.079,,17.66,10.08
,,,,,,,,17.68,10.0774,,17.68,10.08
,,,,,,,,17.68,10.0757,,17.68,10.08
,,,,,,,,17.689,10.0706,,17.69,10.07
,,,,,,,,17.7,10.0654,,17.7,10.07
,,,,,,,,17.699,10.0602,,17.7,10.06
,,,,,,,,17.719,10.0568,,17.72,10.06
,,,,,,,,17.719,10.048,,17.72,10.05
,,,,,,,,17.73,10.0362,,17.73,10.04
,,,,,,,,17.74,10.0312,,17.74,10.03
,,,,,,,,17.74,10.0235,,17.74,10.02
,,,,,,,,17.761,10.0221,,17.76,10.02
,,,,,,,,17.759,10.0186,,17.76,10.02
,,,,,,,,17.761,10.0173,,17.76,10.02
,,,,,,,,17.78,10.0144,,17.78,10.01
,,,,,,,,17.78,10.011,,17.78,10.01
,,,,,,,,17.79,10.0093,,17.79,10.01
,,,,,,,,17.801,10.0034,,17.8,10
,,,,,,,,17.81,9.9997,,17.81,10
,,,,,,,,17.81,9.9989,,17.81,10
,,,,,,,,17.821,9.997,,17.82,10
,,,,,,,,17.83,9.9912,,17.83,9.99
,,,,,,,,17.841,9.9872,,17.84,9.99
,,,,,,,,17.85,9.9856,,17.85,9.99
,,,,,,,,17.852,9.9808,,17.85,9.98
,,,,,,,,17.871,9.9753,,17.87,9.98
,,,,,,,,17.86,9.9722,,17.86,9.97
,,,,,,,,17.882,9.9725,,17.88,9.97
,,,,,,,,17.881,9.9709,,17.88,9.97
,,,,,,,,17.892,9.9695,,17.89,9.97
,,,,,,,,17.911,9.9687,,17.91,9.97
,,,,,,,,17.912,9.9672,,17.91,9.97
,,,,,,,,17.92,9.9679,,17.92,9.97
,,,,,,,,17.92,9.9678,,17.92,9.97
,,,,,,,,17.941,9.968,,17.94,9.97
,,,,,,,,17.941,9.9671,,17.94,9.97
,,,,,,,,17.952,9.967,,17.95,9.97
,,,,,,,,17.96,9.9669,,17.96,9.97
,,,,,,,,17.962,9.9663,,17.96,9.97
,,,,,,,,17.981,9.9663,,17.98,9.97
,,,,,,,,17.981,9.9665,,17.98,9.97
,,,,,,,,17.992,9.9662,,17.99,9.97
,,,,,,,,18.002,9.9659,,18,9.97
,,,,,,,,18.002,9.9654,,18,9.97
,,,,,,,,18.021,9.9655,,18.02,9.97
,,,,,,,,18.021,9.9652,,18.02,9.97
,,,,,,,,18.032,9.9646,,18.03,9.96
,,,,,,,,18.042,9.9633,,18.04,9.96
,,,,,,,,18.053,9.9621,,18.05,9.96
,,,,,,,,18.062,9.9614,,18.06,9.96
,,,,,,,,18.062,9.9598,,18.06,9.96
,,,,,,,,18.072,9.9587,,18.07,9.96
,,,,,,,,18.082,9.9577,,18.08,9.96
,,,,,,,,18.083,9.9554,,18.08,9.96
,,,,,,,,18.102,9.9536,,18.1,9.95
,,,,,,,,18.113,9.9523,,18.11,9.95
,,,,,,,,18.112,9.9508,,18.11,9.95
,,,,,,,,18.121,9.9486,,18.12,9.95
,,,,,,,,18.134,9.946,,18.13,9.95
,,,,,,,,18.132,9.9448,,18.13,9.94
,,,,,,,,18.143,9.945,,18.14,9.95
,,,,,,,,18.163,9.944,,18.16,9.94
,,,,,,,,18.163,9.9422,,18.16,9.94
,,,,,,,,18.174,9.9398,,18.17,9.94
,,,,,,,,18.182,9.9394,,18.18,9.94
,,,,,,,,18.193,9.9387,,18.19,9.94
,,,,,,,,18.193,9.9378,,18.19,9.94
,,,,,,,,18.203,9.9365,,18.2,9.94
,,,,,,,,18.214,9.9349,,18.21,9.93
,,,,,,,,18.223,9.9337,,18.22,9.93
,,,,,,,,18.234,9.933,,18.23,9.93
,,,,,,,,18.233,9.9327,,18.23,9.93
,,,,,,,,18.243,9.9322,,18.24,9.93
,,,,,,,,18.254,9.9314,,18.25,9.93
,,,,,,,,18.263,9.9307,,18.26,9.93
,,,,,,,,18.263,9.9292,,18.26,9.93
,,,,,,,,18.284,9.9287,,18.28,9.93
,,,,,,,,18.273,9.9277,,18.27,9.93
,,,,,,,,18.295,9.9276,,18.3,9.93
,,,,,,,,18.294,9.9276,,18.29,9.93
,,,,,,,,18.303,9.9269,,18.3,9.93
,,,,,,,,18.314,9.9266,,18.31,9.93
,,,,,,,,18.324,9.9261,,18.32,9.93
,,,,,,,,18.324,9.926,,18.32,9.93
,,,,,,,,18.335,9.9258,,18.34,9.93
,,,,,,,,18.343,9.9243,,18.34,9.92
,,,,,,,,18.344,9.9233,,18.34,9.92
,,,,,,,,18.364,9.9226,,18.36,9.92
,,,,,,,,18.364,9.9218,,18.36,9.92
,,,,,,,,18.355,9.9205,,18.36,9.92
,,,,,,,,18.394,9.9186,,18.39,9.92
,,,,,,,,18.384,9.9155,,18.38,9.92
,,,,,,,,18.395,9.9125,,18.4,9.91
,,,,,,,,18.394,9.9108,,18.39,9.91
,,,,,,,,18.405,9.9105,,18.41,9.91
,,,,,,,,18.415,9.9074,,18.42,9.91
,,,,,,,,18.424,9.9031,,18.42,9.9
,,,,,,,,18.426,9.9006,,18.43,9.9
,,,,,,,,18.434,9.8986,,18.43,9.9
,,,,,,,,18.444,9.8971,,18.44,9.9
,,,,,,,,18.445,9.8952,,18.45,9.9
,,,,,,,,18.464,9.8932,,18.46,9.89
,,,,,,,,18.466,9.8925,,18.47,9.89
,,,,,,,,18.474,9.8915,,18.47,9.89
,,,,,,,,18.474,9.8897,,18.47,9.89
,,,,,,,,18.486,9.8899,,18.49,9.89
,,,,,,,,18.495,9.8905,,18.5,9.89
,,,,,,,,18.504,9.8892,,18.5,9.89
,,,,,,,,18.506,9.8864,,18.51,9.89
,,,,,,,,18.515,9.8834,,18.52,9.88
,,,,,,,,18.525,9.8814,,18.53,9.88
,,,,,,,,18.526,9.8785,,18.53,9.88
,,,,,,,,18.545,9.8799,,18.55,9.88
,,,,,,,,18.545,9.8876,,18.55,9.89
,,,,,,,,18.547,9.8836,,18.55,9.88
,,,,,,,,18.565,9.8723,,18.57,9.87
,,,,,,,,18.565,9.8675,,18.57,9.87
,,,,,,,,18.577,9.8682,,18.58,9.87
,,,,,,,,18.585,9.8659,,18.59,9.87
,,,,,,,,18.596,9.8627,,18.6,9.86
,,,,,,,,18.595,9.8589,,18.6,9.86
,,,,,,,,18.595,9.857,,18.6,9.86
,,,,,,,,18.617,9.8558,,18.62,9.86
,,,,,,,,18.625,9.8502,,18.63,9.85
,,,,,,,,18.625,9.8475,,18.63,9.85
,,,,,,,,18.636,9.8471,,18.64,9.85
,,,,,,,,18.646,9.8454,,18.65,9.85
,,,,,,,,18.646,9.8407,,18.65,9.84
,,,,,,,,18.657,9.8371,,18.66,9.84
,,,,,,,,18.665,9.8335,,18.67,9.83
,,,,,,,,18.665,9.8313,,18.67,9.83
,,,,,,,,18.687,9.8292,,18.69,9.83
,,,,,,,,18.686,9.829,,18.69,9.83
,,,,,,,,18.696,9.8299,,18.7,9.83
,,,,,,,,18.708,9.8277,,18.71,9.83
,,,,,,,,18.707,9.8218,,18.71,9.82
,,,,,,,,18.726,9.8173,,18.73,9.82
,,,,,,,,18.727,9.8152,,18.73,9.82
,,,,,,,,18.737,9.8135,,18.74,9.81
,,,,,,,,18.746,9.8114,,18.75,9.81
,,,,,,,,18.748,9.8101,,18.75,9.81
,,,,,,,,18.756,9.8074,,18.76,9.81
,,,,,,,,18.767,9.8041,,18.77,9.8
,,,,,,,,18.769,9.8025,,18.77,9.8
,,,,,,,,18.786,9.8026,,18.79,9.8
,,,,,,,,18.786,9.8054,,18.79,9.81
,,,,,,,,18.799,9.8044,,18.8,9.8
,,,,,,,,18.807,9.8008,,18.81,9.8
,,,,,,,,18.807,9.7969,,18.81,9.8
,,,,,,,,18.818,9.7906,,18.82,9.79
,,,,,,,,18.826,9.7846,,18.83,9.78
,,,,,,,,18.837,9.7828,,18.84,9.78
,,,,,,,,18.847,9.7798,,18.85,9.78
,,,,,,,,18.848,9.7732,,18.85,9.77
,,,,,,,,18.857,9.7667,,18.86,9.77
,,,,,,,,18.868,9.7651,,18.87,9.77
,,,,,,,,18.869,9.7627,,18.87,9.76
,,,,,,,,18.877,9.7575,,18.88,9.76
,,,,,,,,18.887,9.7569,,18.89,9.76
,,,,,,,,18.899,9.7575,,18.9,9.76
,,,,,,,,18.898,9.7584,,18.9,9.76
,,,,,,,,18.908,9.7561,,18.91,9.76
,,,,,,,,18.919,9.7482,,18.92,9.75
,,,,,,,,18.917,9.7436,,18.92,9.74
,,,,,,,,18.928,9.7369,,18.93,9.74
,,,,,,,,18.939,9.7335,,18.94,9.73
,,,,,,,,18.938,9.7242,,18.94,9.72
,,,,,,,,18.957,9.7155,,18.96,9.72
,,,,,,,,18.947,9.7139,,18.95,9.71
,,,,,,,,18.97,9.7014,,18.97,9.7
,,,,,,,,18.968,9.6897,,18.97,9.69
,,,,,,,,18.978,9.6873,,18.98,9.69
,,,,,,,,18.99,9.6784,,18.99,9.68
,,,,,,,,18.987,9.6726,,18.99,9.67
,,,,,,,,18.998,9.6588,,19,9.66
,,,,,,,,19.009,9.6423,,19.01,9.64
,,,,,,,,19.008,9.6193,,19.01,9.62
,,,,,,,,19.008,9.615,,19.01,9.62
,,,,,,,,19.029,9.6127,,19.03,9.61
,,,,,,,,19.03,9.6111,,19.03,9.61
,,,,,,,,19.038,9.6055,,19.04,9.61
,,,,,,,,19.048,9.6,,19.05,9.6
,,,,,,,,19.051,9.6028,,19.05,9.6
,,,,,,,,19.059,9.6007,,19.06,9.6
,,,,,,,,19.069,9.5875,,19.07,9.59
,,,,,,,,19.069,9.5646,,19.07,9.56
,,,,,,,,19.081,9.5563,,19.08,9.56
,,,,,,,,19.089,9.5723,,19.09,9.57
,,,,,,,,19.089,9.5805,,19.09,9.58
,,,,,,,,19.1,9.5767,,19.1,9.58
,,,,,,,,19.099,9.5931,,19.1,9.59
,,,,,,,,19.12,9.5736,,19.12,9.57
,,,,,,,,19.12,9.5394,,19.12,9.54
,,,,,,,,19.121,9.5334,,19.12,9.53
,,,,,,,,19.129,9.5319,,19.13,9.53
,,,,,,,,19.149,9.5125,,19.15,9.51
,,,,,,,,19.14,9.485,,19.14,9.49
,,,,,,,,19.16,9.4606,,19.16,9.46
,,,,,,,,19.16,9.4361,,19.16,9.44
,,,,,,,,19.169,9.4203,,19.17,9.42
,,,,,,,,19.171,9.3433,,19.17,9.34
,,,,,,,,19.179,9.3313,,19.18,9.33
,,,,,,,,19.19,9.3651,,19.19,9.37
,,,,,,,,19.201,9.3772,,19.2,9.38
,,,,,,,,19.199,9.391,,19.2,9.39
,,,,,,,,19.22,9.411,,19.22,9.41
,,,,,,,,19.22,9.4449,,19.22,9.44
,,,,,,,,19.221,9.3994,,19.22,9.4
,,,,,,,,19.23,9.2609,,19.23,9.26
,,,,,,,,19.25,9.1727,,19.25,9.17
,,,,,,,,19.25,9.1518,,19.25,9.15
,,,,,,,,19.252,9.1605,,19.25,9.16
,,,,,,,,19.27,9.1407,,19.27,9.14
,,,,,,,,19.27,9.0933,,19.27,9.09
,,,,,,,,19.282,9.1023,,19.28,9.1
,,,,,,,,19.281,9.1252,,19.28,9.13
,,,,,,,,19.3,9.0943,,19.3,9.09
,,,,,,,,19.3,8.9875,,19.3,8.99
,,,,,,,,19.322,8.964,,19.32,8.96
,,,,,,,,19.31,8.9292,,19.31,8.93
,,,,,,,,19.33,8.7938,,19.33,8.79
,,,,,,,,19.33,8.7002,,19.33,8.7
,,,,,,,,19.343,8.6953,,19.34,8.7
,,,,,,,,19.351,8.724,,19.35,8.72
,,,,,,,,19.361,8.7734,,19.36,8.77
,,,,,,,,19.361,8.7517,,19.36,8.75
,,,,,,,,19.383,8.7442,,19.38,8.74
,,,,,,,,19.381,8.7563,,19.38,8.76
,,,,,,,,19.381,8.7851,,19.38,8.79
,,,,,,,,19.391,8.8102,,19.39,8.81
,,,,,,,,19.403,8.7489,,19.4,8.75
,,,,,,,,19.411,8.7299,,19.41,8.73
,,,,,,,,19.411,8.7059,,19.41,8.71
,,,,,,,,19.431,8.6433,,19.43,8.64
,,,,,,,,19.422,8.5884,,19.42,8.59
,,,,,,,,19.442,8.5657,,19.44,8.57
,,,,,,,,19.442,8.56,,19.44,8.56
,,,,,,,,19.451,8.5534,,19.45,8.55
,,,,,,,,19.464,8.5485,,19.46,8.55
,,,,,,,,19.461,8.5388,,19.46,8.54
,,,,,,,,19.472,8.5289,,19.47,8.53
,,,,,,,,19.482,8.5327,,19.48,8.53
,,,,,,,,19.483,8.5434,,19.48,8.54
,,,,,,,,19.491,8.5468,,19.49,8.55
,,,,,,,,19.501,8.5333,,19.5,8.53
,,,,,,,,19.501,8.5291,,19.5,8.53
,,,,,,,,19.513,8.5207,,19.51,8.52
,,,,,,,,19.512,8.5146,,19.51,8.51
,,,,,,,,19.522,8.5191,,19.52,8.52
,,,,,,,,19.531,8.5129,,19.53,8.51
,,,,,,,,19.544,8.4986,,19.54,8.5
,,,,,,,,19.542,8.5187,,19.54,8.52
,,,,,,,,19.552,8.5402,,19.55,8.54
,,,,,,,,19.552,8.5355,,19.55,8.54
,,,,,,,,19.562,8.5222,,19.56,8.52
,,,,,,,,19.564,8.514,,19.56,8.51
,,,,,,,,19.573,8.5086,,19.57,8.51
,,,,,,,,19.582,8.5074,,19.58,8.51
,,,,,,,,19.582,8.5046,,19.58,8.5
,,,,,,,,19.595,8.5045,,19.6,8.5
,,,,,,,,19.603,8.5099,,19.6,8.51
,,,,,,,,19.603,8.4963,,19.6,8.5
,,,,,,,,19.612,8.4945,,19.61,8.49
,,,,,,,,19.614,8.4771,,19.61,8.48
,,,,,,,,19.633,8.4556,,19.63,8.46
,,,,,,,,19.622,8.4365,,19.62,8.44
,,,,,,,,19.643,8.4253,,19.64,8.43
,,,,,,,,19.643,8.4263,,19.64,8.43
,,,,,,,,19.644,8.4333,,19.64,8.43
,,,,,,,,19.652,8.4374,,19.65,8.44
,,,,,,,,19.663,8.4453,,19.66,8.45
,,,,,,,,19.663,8.4599,,19.66,8.46
,,,,,,,,19.665,8.4605,,19.67,8.46
,,,,,,,,19.692,8.4484,,19.69,8.45
,,,,,,,,19.683,8.4388,,19.68,8.44
,,,,,,,,19.692,8.4285,,19.69,8.43
,,,,,,,,19.692,8.4214,,19.69,8.42
,,,,,,,,19.705,8.4204,,19.71,8.42
,,,,,,,,19.713,8.4214,,19.71,8.42
,,,,,,,,19.713,8.4317,,19.71,8.43
,,,,,,,,19.723,8.4455,,19.72,8.45
,,,,,,,,19.734,8.444,,19.73,8.44
,,,,,,,,19.725,8.4373,,19.73,8.44
,,,,,,,,19.743,8.4309,,19.74,8.43
,,,,,,,,19.743,8.4139,,19.74,8.41
,,,,,,,,19.753,8.3914,,19.75,8.39
,,,,,,,,19.764,8.3895,,19.76,8.39
,,,,,,,,19.756,8.3951,,19.76,8.4
,,,,,,,,19.774,8.3988,,19.77,8.4
,,,,,,,,19.774,8.4029,,19.77,8.4
,,,,,,,,19.783,8.4075,,19.78,8.41
,,,,,,,,19.796,8.4122,,19.8,8.41
,,,,,,,,19.794,8.4144,,19.79,8.41
,,,,,,,,19.794,8.4141,,19.79,8.41
,,,,,,,,19.804,8.4098,,19.8,8.41
,,,,,,,,19.825,8.4025,,19.83,8.4
,,,,,,,,19.816,8.3906,,19.82,8.39
,,,,,,,,19.825,8.3797,,19.83,8.38
,,,,,,,,19.834,8.369,,19.83,8.37
,,,,,,,,19.834,8.3536,,19.83,8.35
,,,,,,,,19.844,8.3385,,19.84,8.34
,,,,,,,,19.856,8.3361,,19.86,8.34
,,,,,,,,19.853,8.338,,19.85,8.34
,,,,,,,,19.864,8.3401,,19.86,8.34
,,,,,,,,19.874,8.3408,,19.87,8.34
,,,,,,,,19.884,8.3429,,19.88,8.34
,,,,,,,,19.886,8.3139,,19.89,8.31
,,,,,,,,19.895,8.276,,19.9,8.28
,,,,,,,,19.904,8.281,,19.9,8.28
,,,,,,,,19.904,8.2745,,19.9,8.27
,,,,,,,,19.914,8.2619,,19.91,8.26
,,,,,,,,19.925,8.2375,,19.93,8.24
,,,,,,,,19.926,8.2047,,19.93,8.2
,,,,,,,,19.935,8.2016,,19.94,8.2
,,,,,,,,19.944,8.2116,,19.94,8.21
,,,,,,,,19.944,8.2344,,19.94,8.23
,,,,,,,,19.955,8.2419,,19.96,8.24
,,,,,,,,19.968,8.2471,,19.97,8.25
,,,,,,,,19.975,8.2435,,19.98,8.24
,,,,,,,,19.975,8.2227,,19.98,8.22
,,,,,,,,19.986,8.1982,,19.99,8.2
,,,,,,,,19.995,8.1673,,20,8.17
,,,,,,,,19.987,8.1536,,19.99,8.15
,,,,,,,,20.005,8.1473,,20.01,8.15
,,,,,,,,20.016,8.1522,,20.02,8.15
,,,,,,,,20.026,8.167,,20.03,8.17
,,,,,,,,20.016,8.1784,,20.02,8.18
,,,,,,,,20.035,8.1844,,20.04,8.18
,,,,,,,,20.038,8.1873,,20.04,8.19
,,,,,,,,20.045,8.1521,,20.05,8.15
,,,,,,,,20.056,8.1122,,20.06,8.11
,,,,,,,,20.056,8.0969,,20.06,8.1
,,,,,,,,20.065,8.0946,,20.07,8.09
,,,,,,,,20.065,8.0829,,20.07,8.08
,,,,,,,,20.078,8.0716,,20.08,8.07
,,,,,,,,20.086,8.0537,,20.09,8.05
,,,,,,,,20.086,8.0409,,20.09,8.04
,,,,,,,,20.096,8.0411,,20.1,8.04
,,,,,,,,20.105,8.0619,,20.11,8.06
,,,,,,,,20.105,8.0708,,20.11,8.07
,,,,,,,,20.108,8.0826,,20.11,8.08
,,,,,,,,20.126,8.0916,,20.13,8.09
,,,,,,,,20.126,8.0434,,20.13,8.04
,,,,,,,,20.136,8.0093,,20.14,8.01
,,,,,,,,20.136,8.0354,,20.14,8.04
,,,,,,,,20.147,8.0403,,20.15,8.04
,,,,,,,,20.148,7.9712,,20.15,7.97
,,,,,,,,20.156,7.9176,,20.16,7.92
,,,,,,,,20.166,7.9148,,20.17,7.91
,,,,,,,,20.166,7.946,,20.17,7.95
,,,,,,,,20.177,7.9682,,20.18,7.97
,,,,,,,,20.187,7.9503,,20.19,7.95
,,,,,,,,20.178,7.9359,,20.18,7.94
,,,,,,,,20.196,7.94,,20.2,7.94
,,,,,,,,20.196,7.9284,,20.2,7.93
,,,,,,,,20.207,7.9122,,20.21,7.91
,,,,,,,,20.217,7.8593,,20.22,7.86
,,,,,,,,20.207,7.8272,,20.21,7.83
,,,,,,,,20.22,7.7874,,20.22,7.79
,,,,,,,,20.227,7.7247,,20.23,7.72
,,,,,,,,20.236,7.6989,,20.24,7.7
,,,,,,,,20.236,7.685,,20.24,7.69
,,,,,,,,20.247,7.6687,,20.25,7.67
,,,,,,,,20.257,7.6646,,20.26,7.66
,,,,,,,,20.257,7.6625,,20.26,7.66
,,,,,,,,20.26,7.6673,,20.26,7.67
,,,,,,,,20.266,7.6784,,20.27,7.68
