OpenCTD,,,,,,Commercial CTD,,,,
Raw Data,,,,Processed Data,,Raw Data,,Processed Data,,
Temp 1,Temp 2,Temp 3,Pressure,Depth (m),Temp C,Depth (m),Temp C,Depth (m),Temp C,
,,,,,,9.789,11.0169,9.79,11.02,
,,,,,,9.81,11.0171,9.81,11.02,
,,,,,,9.814,11.0172,9.81,11.02,
,,,,,,9.81,11.0183,9.81,11.02,
,,,,,,9.829,11.0194,9.83,11.02,
,,,,,,9.835,11.0207,9.84,11.02,
,,,,,,9.84,11.0217,9.84,11.02,
,,,,,,9.844,11.0216,9.84,11.02,
,,,,,,9.85,11.0214,9.85,11.02,
,,,,,,9.85,11.021,9.85,11.02,
,,,,,,9.865,11.0207,9.87,11.02,
,,,,,,9.869,11.0203,9.87,11.02,
,,,,,,9.875,11.0191,9.88,11.02,
,,,,,,9.88,11.0182,9.88,11.02,
,,,,,,9.88,11.0172,9.88,11.02,
,,,,,,9.895,11.0169,9.9,11.02,
,,,,,,9.89,11.0168,9.89,11.02,
,,,,,,9.899,11.0167,9.9,11.02,
,,,,,,9.895,11.0171,9.9,11.02,
,,,,,,9.899,11.0171,9.9,11.02,
,,,,,,9.915,11.0169,9.92,11.02,
,,,,,,9.899,11.0167,9.9,11.02,
,,,,,,9.91,11.0162,9.91,11.02,
,,,,,,9.914,11.0146,9.91,11.01,
,,,,,,9.92,11.0126,9.92,11.01,
,,,,,,9.92,11.0109,9.92,11.01,
,,,,,,9.925,11.0091,9.93,11.01,
,,,,,,9.92,11.0079,9.92,11.01,
,,,,,,9.935,11.0068,9.94,11.01,
,,,,,,9.92,11.0061,9.92,11.01,
,,,,,,9.941,11.0069,9.94,11.01,
,,,,,,9.925,11.0076,9.93,11.01,
,,,,,,9.941,11.0081,9.94,11.01,
,,,,,,9.941,11.0089,9.94,11.01,
,,,,,,9.935,11.0094,9.94,11.01,
,,,,,,9.941,11.0101,9.94,11.01,
,,,,,,9.941,11.0109,9.94,11.01,
,,,,,,9.956,11.0116,9.96,11.01,
,,,,,,9.941,11.0121,9.94,11.01,
,,,,,,9.956,11.0125,9.96,11.01,
,,,,,,9.95,11.0121,9.95,11.01,
,,,,,,9.96,11.0116,9.96,11.01,
,,,,,,9.965,11.011,9.97,11.01,
,,,,,,9.971,11.0109,9.97,11.01,
,,,,,,9.971,11.0104,9.97,11.01,
,,,,,,9.975,11.0104,9.98,11.01,
,,,,,,9.971,11.0105,9.97,11.01,
,,,,,,9.986,11.0104,9.99,11.01,
,,,,,,9.98,11.0101,9.98,11.01,
,,,,,,9.99,11.0097,9.99,11.01,
,,,,,,9.996,11.0096,10,11.01,
,,,,,,10,11.0099,10,11.01,
,,,,,,10.011,11.0102,10.01,11.01,
,,,,,,10.005,11.0114,10.01,11.01,
,,,,,,10.011,11.0124,10.01,11.01,
,,,,,,10.02,11.0121,10.02,11.01,
,,,,,,10.035,11.011,10.04,11.01,
,,,,,,10.03,11.0097,10.03,11.01,
,,,,,,10.03,11.0084,10.03,11.01,
,,,,,,10.045,11.0071,10.05,11.01,
,,,,,,10.051,11.0057,10.05,11.01,
,,,,,,10.045,11.0039,10.05,11,
,,,,,,10.06,11.0021,10.06,11,
,,,,,,10.06,11.0006,10.06,11,
,,,,,,10.075,10.9991,10.08,11,
,,,,,,10.071,10.9977,10.07,11,
,,,,,,10.081,10.9969,10.08,11,
,,,,,,10.086,10.9959,10.09,11,
,,,,,,10.091,10.9951,10.09,11,
,,,,,,10.091,10.9946,10.09,10.99,
,,,,,,10.106,10.9942,10.11,10.99,
,,,,,,10.111,10.9941,10.11,10.99,
,,,,,,10.111,10.9941,10.11,10.99,
,,,,,,10.117,10.9939,10.12,10.99,
,,,,,,10.121,10.9942,10.12,10.99,
,,,,,,10.121,10.9946,10.12,10.99,
,,,,,,10.136,10.9952,10.14,11,
,,,,,,10.13,10.9961,10.13,11,
,,,,,,10.136,10.9966,10.14,11,
,,,,,,10.141,10.9972,10.14,11,
,,,,,,10.151,10.9977,10.15,11,
,,,,,,10.157,10.9983,10.16,11,
,,,,,,10.151,10.9991,10.15,11,
,,,,,,10.161,10.9994,10.16,11,
,,,,,,10.166,10.9997,10.17,11,
,,,,,,10.161,10.9996,10.16,11,
,,,,,,10.181,10.9986,10.18,11,
,,,,,,10.166,10.9975,10.17,11,
,,,,,,10.181,10.9966,10.18,11,
,,,,,,10.181,10.9959,10.18,11,
,,,,,,10.187,10.9952,10.19,11,
,,,,,,10.191,10.9948,10.19,10.99,
,,,,,,10.191,10.9946,10.19,10.99,
,,,,,,10.187,10.9944,10.19,10.99,
,,,,,,10.202,10.9946,10.2,10.99,
,,,,,,10.202,10.9942,10.2,10.99,
,,,,,,10.206,10.9937,10.21,10.99,
,,,,,,10.212,10.9931,10.21,10.99,
,,,,,,10.212,10.9917,10.21,10.99,
,,,,,,10.227,10.9912,10.23,10.99,
,,,,,,10.221,10.9912,10.22,10.99,
,,,,,,10.221,10.9911,10.22,10.99,
,,,,,,10.227,10.9909,10.23,10.99,
,,,,,,10.242,10.9908,10.24,10.99,
,,,,,,10.232,10.9911,10.23,10.99,
,,,,,,10.236,10.9914,10.24,10.99,
,,,,,,10.251,10.9917,10.25,10.99,
,,,,,,10.242,10.9921,10.24,10.99,
,,,,,,10.257,10.992,10.26,10.99,
,,,,,,10.261,10.9916,10.26,10.99,
,,,,,,10.251,10.9914,10.25,10.99,
,,,,,,10.267,10.9914,10.27,10.99,
,,,,,,10.272,10.9914,10.27,10.99,
,,,,,,10.282,10.9919,10.28,10.99,
,,,,,,10.278,10.9926,10.28,10.99,
,,,,,,10.282,10.9934,10.28,10.99,
,,,,,,10.291,10.9939,10.29,10.99,
,,,,,,10.287,10.9941,10.29,10.99,
,,,,,,10.291,10.9937,10.29,10.99,
,,,,,,10.302,10.9927,10.3,10.99,
,,,,,,10.297,10.9912,10.3,10.99,
,,,,,,10.312,10.9894,10.31,10.99,
,,,,,,10.312,10.9877,10.31,10.99,
,,,,,,10.317,10.9859,10.32,10.99,
,,,,,,10.322,10.9837,10.32,10.98,
,,,,,,10.322,10.9817,10.32,10.98,
,,,,,,10.338,10.9799,10.34,10.98,
,,,,,,10.333,10.9786,10.33,10.98,
,,,,,,10.333,10.9779,10.33,10.98,
,,,,,,10.348,10.9776,10.35,10.98,
,,,,,,10.342,10.9776,10.34,10.98,
,,,,,,10.352,10.9779,10.35,10.98,
,,,,,,10.348,10.9783,10.35,10.98,
,,,,,,10.352,10.9784,10.35,10.98,
,,,,,,10.363,10.9787,10.36,10.98,
,,,,,,10.367,10.9791,10.37,10.98,
,,,,,,10.372,10.9798,10.37,10.98,
,,,,,,10.372,10.9809,10.37,10.98,
,,,,,,10.372,10.9821,10.37,10.98,
,,,,,,10.378,10.9827,10.38,10.98,
,,,,,,10.382,10.9834,10.38,10.98,
,,,,,,10.392,10.9837,10.39,10.98,
,,,,,,10.388,10.9844,10.39,10.98,
,,,,,,10.392,10.9848,10.39,10.98,
,,,,,,10.392,10.9849,10.39,10.98,
,,,,,,10.397,10.9851,10.4,10.99,
,,,,,,10.403,10.9849,10.4,10.98,
,,,,,,10.403,10.9844,10.4,10.98,
,,,,,,10.418,10.9841,10.42,10.98,
,,,,,,10.412,10.9837,10.41,10.98,
,,,,,,10.412,10.9836,10.41,10.98,
,,,,,,10.418,10.9829,10.42,10.98,
,,,,,,10.422,10.9819,10.42,10.98,
,,,,,,10.422,10.9811,10.42,10.98,
,,,,,,10.427,10.9801,10.43,10.98,
,,,,,,10.433,10.9789,10.43,10.98,
,,,,,,10.443,10.9776,10.44,10.98,
,,,,,,10.433,10.9773,10.43,10.98,
,,,,,,10.438,10.9769,10.44,10.98,
,,,,,,10.452,10.9768,10.45,10.98,
,,,,,,10.443,10.9766,10.44,10.98,
,,,,,,10.448,10.9764,10.45,10.98,
,,,,,,10.463,10.9761,10.46,10.98,
,,,,,,10.452,10.9761,10.45,10.98,
,,,,,,10.469,10.9759,10.47,10.98,
,,,,,,10.463,10.9758,10.46,10.98,
,,,,,,10.473,10.9752,10.47,10.98,
,,,,,,10.469,10.9749,10.47,10.97,
,,,,,,10.482,10.9748,10.48,10.97,
,,,,,,10.482,10.9746,10.48,10.97,
,,,,,,10.482,10.9748,10.48,10.97,
,,,,,,10.488,10.9746,10.49,10.97,
,,,,,,10.493,10.9746,10.49,10.97,
,,,,,,10.503,10.9744,10.5,10.97,
,,,,,,10.509,10.9743,10.51,10.97,
,,,,,,10.513,10.9741,10.51,10.97,
,,,,,,10.513,10.9743,10.51,10.97,
,,,,,,10.518,10.9739,10.52,10.97,
,,,,,,10.522,10.9739,10.52,10.97,
,,,,,,10.533,10.9737,10.53,10.97,
,,,,,,10.543,10.9733,10.54,10.97,
,,,,,,10.539,10.9731,10.54,10.97,
,,,,,,10.543,10.9729,10.54,10.97,
,,,,,,10.553,10.9731,10.55,10.97,
,,,,,,10.558,10.9729,10.56,10.97,
,,,,,,10.564,10.9726,10.56,10.97,
,,,,,,10.573,10.9723,10.57,10.97,
,,,,,,10.569,10.9711,10.57,10.97,
,,,,,,10.583,10.9698,10.58,10.97,
,,,,,,10.583,10.9679,10.58,10.97,
,,,,,,10.594,10.9664,10.59,10.97,
,,,,,,10.599,10.9646,10.6,10.96,
,,,,,,10.594,10.9637,10.59,10.96,
,,,,,,10.603,10.9634,10.6,10.96,
,,,,,,10.619,10.9634,10.62,10.96,
,,,,,,10.613,10.9636,10.61,10.96,
,,,,,,10.613,10.9641,10.61,10.96,
,,,,,,10.624,10.9641,10.62,10.96,
,,,,,,10.63,10.9639,10.63,10.96,
,,,,,,10.634,10.9633,10.63,10.96,
,,,,,,10.634,10.9628,10.63,10.96,
,,,,,,10.639,10.962,10.64,10.96,
,,,,,,10.643,10.9609,10.64,10.96,
,,,,,,10.653,10.9606,10.65,10.96,
,,,,,,10.643,10.9603,10.64,10.96,
,,,,,,10.649,10.9603,10.65,10.96,
,,,,,,10.664,10.9601,10.66,10.96,
,,,,,,10.653,10.9596,10.65,10.96,
,,,,,,10.649,10.9596,10.65,10.96,
,,,,,,10.664,10.9591,10.66,10.96,
,,,,,,10.664,10.959,10.66,10.96,
,,,,,,10.664,10.9593,10.66,10.96,
,,,,,,10.669,10.9596,10.67,10.96,
,,,,,,10.664,10.9599,10.66,10.96,
,,,,,,10.664,10.9601,10.66,10.96,
,,,,,,10.669,10.9601,10.67,10.96,
,,,,,,10.664,10.9601,10.66,10.96,
,,,,,,10.674,10.9599,10.67,10.96,
,,,,,,10.674,10.9601,10.67,10.96,
,,,,,,10.669,10.9605,10.67,10.96,
,,,,,,10.664,10.9608,10.66,10.96,
,,,,,,10.674,10.9608,10.67,10.96,
,,,,,,10.679,10.9603,10.68,10.96,
,,,,,,10.664,10.9593,10.66,10.96,
,,,,,,10.674,10.9588,10.67,10.96,
,,,,,,10.674,10.9581,10.67,10.96,
,,,,,,10.649,10.9584,10.65,10.96,
,,,,,,10.643,10.9583,10.64,10.96,
,,,,,,10.664,10.9586,10.66,10.96,
,,,,,,10.7,10.9588,10.7,10.96,
,,,,,,10.704,10.9589,10.7,10.96,
,,,,,,10.755,10.9589,10.76,10.96,
,,,,,,10.744,10.9583,10.74,10.96,
,,,,,,10.73,10.9578,10.73,10.96,
,,,,,,10.755,10.9573,10.76,10.96,
,,,,,,10.785,10.957,10.79,10.96,
,,,,,,10.8,10.957,10.8,10.96,
,,,,,,10.825,10.957,10.83,10.96,
,,,,,,10.825,10.9573,10.83,10.96,
,,,,,,10.814,10.9573,10.81,10.96,
,,,,,,10.821,10.9573,10.82,10.96,
,,,,,,10.834,10.957,10.83,10.96,
,,,,,,10.834,10.9568,10.83,10.96,
,,,,,,10.844,10.9558,10.84,10.96,
,,,,,,10.87,10.9524,10.87,10.95,
,,,,,,10.865,10.9476,10.87,10.95,
,,,,,,10.905,10.9431,10.91,10.94,
,,,,,,10.916,10.9383,10.92,10.94,
,,,,,,10.931,10.935,10.93,10.94,
,,,,,,10.956,10.9327,10.96,10.93,
,,,,,,10.965,10.9322,10.97,10.93,
,,,,,,10.975,10.9318,10.98,10.93,
,,,,,,11.001,10.9295,11,10.93,
,,,,,,11.005,10.9265,11.01,10.93,
,,,,,,11.026,10.9255,11.03,10.93,
,,,,,,11.016,10.9266,11.02,10.93,
,,,,,,11.031,10.928,11.03,10.93,
,,,,,,11.046,10.9287,11.05,10.93,
,,,,,,11.066,10.9292,11.07,10.93,
,,,,,,11.075,10.928,11.08,10.93,
,,,,,,11.112,10.926,11.11,10.93,
,,,,,,11.126,10.924,11.13,10.92,
,,,,,,11.126,10.9207,11.13,10.92,
,,,,,,11.156,10.9165,11.16,10.92,
,,,,,,11.166,10.9127,11.17,10.91,
,,,,,,11.183,10.9092,11.18,10.91,
,,,,,,11.177,10.9064,11.18,10.91,
,,,,,,11.206,10.9049,11.21,10.9,
,,,,,,11.206,10.905,11.21,10.91,
,,,,,,11.233,10.9043,11.23,10.9,
,,,,,,11.236,10.9037,11.24,10.9,
,,,,,,11.247,10.9029,11.25,10.9,
,,,,,,11.257,10.9029,11.26,10.9,
,,,,,,11.277,10.903,11.28,10.9,
,,,,,,11.293,10.9032,11.29,10.9,
,,,,,,11.297,10.9034,11.3,10.9,
,,,,,,11.327,10.9015,11.33,10.9,
,,,,,,11.338,10.8982,11.34,10.9,
,,,,,,11.338,10.8959,11.34,10.9,
,,,,,,11.364,10.8938,11.36,10.89,
,,,,,,11.367,10.8923,11.37,10.89,
,,,,,,11.367,10.8911,11.37,10.89,
,,,,,,11.378,10.8904,11.38,10.89,
,,,,,,11.387,10.8898,11.39,10.89,
,,,,,,11.394,10.8888,11.39,10.89,
,,,,,,11.418,10.8885,11.42,10.89,
,,,,,,11.418,10.888,11.42,10.89,
,,,,,,11.448,10.8874,11.45,10.89,
,,,,,,11.458,10.8851,11.46,10.89,
,,,,,,11.465,10.8791,11.47,10.88,
,,,,,,11.469,10.8722,11.47,10.87,
,,,,,,11.488,10.8651,11.49,10.87,
,,,,,,11.488,10.8597,11.49,10.86,
,,,,,,11.488,10.8561,11.49,10.86,
,,,,,,11.504,10.8529,11.5,10.85,
,,,,,,11.509,10.8493,11.51,10.85,
,,,,,,11.518,10.8445,11.52,10.84,
,,,,,,11.528,10.84,11.53,10.84,
,,,,,,11.539,10.8365,11.54,10.84,
,,,,,,11.548,10.8337,11.55,10.83,
,,,,,,11.555,10.8336,11.56,10.83,
,,,,,,11.569,10.8347,11.57,10.83,
,,,,,,11.588,10.836,11.59,10.84,
,,,,,,11.588,10.8355,11.59,10.84,
,,,,,,11.599,10.8357,11.6,10.84,
,,,,,,11.616,10.8359,11.62,10.84,
,,,,,,11.619,10.8355,11.62,10.84,
,,,,,,11.619,10.8339,11.62,10.83,
,,,,,,11.639,10.8312,11.64,10.83,
,,,,,,11.639,10.8289,11.64,10.83,
,,,,,,11.658,10.8269,11.66,10.83,
,,,,,,11.665,10.8249,11.67,10.82,
,,,,,,11.669,10.8232,11.67,10.82,
,,,,,,11.679,10.822,11.68,10.82,
,,,,,,11.7,10.8215,11.7,10.82,
,,,,,,11.709,10.8211,11.71,10.82,
,,,,,,11.719,10.821,11.72,10.82,
,,,,,,11.716,10.8193,11.72,10.82,
,,,,,,11.749,10.817,11.75,10.82,
,,,,,,11.749,10.8154,11.75,10.82,
,,,,,,11.749,10.8134,11.75,10.81,
,,,,,,11.77,10.812,11.77,10.81,
,,,,,,11.78,10.8115,11.78,10.81,
,,,,,,11.789,10.8107,11.79,10.81,
,,,,,,11.796,10.8102,11.8,10.81,
,,,,,,11.819,10.8091,11.82,10.81,
,,,,,,11.819,10.8084,11.82,10.81,
,,,,,,11.83,10.808,11.83,10.81,
,,,,,,11.84,10.8065,11.84,10.81,
,,,,,,11.861,10.8027,11.86,10.8,
,,,,,,11.861,10.7974,11.86,10.8,
,,,,,,11.877,10.7935,11.88,10.79,
,,,,,,11.891,10.7914,11.89,10.79,
,,,,,,11.891,10.7894,11.89,10.79,
,,,,,,11.91,10.7875,11.91,10.79,
,,,,,,11.921,10.7842,11.92,10.78,
,,,,,,11.931,10.7765,11.93,10.78,
,,,,,,11.931,10.7634,11.93,10.76,
,,,,,,11.957,10.7531,11.96,10.75,
,,,,,,11.961,10.7486,11.96,10.75,
,,,,,,11.98,10.7476,11.98,10.75,
,,,,,,11.98,10.7477,11.98,10.75,
,,,,,,12.001,10.7413,12,10.74,
,,,,,,12.011,10.7306,12.01,10.73,
,,,,,,12.022,10.7222,12.02,10.72,
,,,,,,12.031,10.7166,12.03,10.72,
,,,,,,12.038,10.7118,12.04,10.71,
,,,,,,12.052,10.708,12.05,10.71,
,,,,,,12.062,10.705,12.06,10.71,
,,,,,,12.071,10.703,12.07,10.7,
,,,,,,12.092,10.7,12.09,10.7,
,,,,,,12.101,10.6901,12.1,10.69,
,,,,,,12.101,10.6738,12.1,10.67,
,,,,,,12.122,10.6622,12.12,10.66,
,,,,,,12.122,10.6568,12.12,10.66,
,,,,,,12.148,10.6545,12.15,10.65,
,,,,,,12.152,10.6474,12.15,10.65,
,,,,,,12.162,10.6375,12.16,10.64,
,,,,,,12.172,10.6251,12.17,10.63,
,,,,,,12.183,10.615,12.18,10.62,
,,,,,,12.192,10.6091,12.19,10.61,
,,,,,,12.213,10.6072,12.21,10.61,
,,,,,,12.213,10.6095,12.21,10.61,
,,,,,,12.222,10.61,12.22,10.61,
,,,,,,12.239,10.5986,12.24,10.6,
,,,,,,12.242,10.59,12.24,10.59,
,,,,,,12.262,10.5612,12.26,10.56,
,,,,,,12.272,10.5122,12.27,10.51,
,,,,,,12.272,10.4788,12.27,10.48,
,,,,,,12.293,10.4601,12.29,10.46,
,,,,,,12.293,10.434,12.29,10.43,
,,,,,,12.313,10.429,12.31,10.43,
,,,,,,12.313,10.4363,12.31,10.44,
,,,,,,12.323,10.4415,12.32,10.44,
,,,,,,12.344,10.4304,12.34,10.43,
,,,,,,12.35,10.4206,12.35,10.42,
,,,,,,12.353,10.413,12.35,10.41,
,,,,,,12.363,10.3998,12.36,10.4,
,,,,,,12.374,10.3987,12.37,10.4,
,,,,,,12.383,10.4119,12.38,10.41,
,,,,,,12.403,10.4224,12.4,10.42,
,,,,,,12.403,10.4237,12.4,10.42,
,,,,,,12.414,10.4332,12.41,10.43,
,,,,,,12.423,10.4504,12.42,10.45,
,,,,,,12.433,10.4587,12.43,10.46,
,,,,,,12.444,10.4617,12.44,10.46,
,,,,,,12.454,10.4625,12.45,10.46,
,,,,,,12.463,10.4629,12.46,10.46,
,,,,,,12.47,10.4581,12.47,10.46,
,,,,,,12.484,10.4499,12.48,10.45,
,,,,,,12.493,10.4403,12.49,10.44,
,,,,,,12.493,10.4057,12.49,10.41,
,,,,,,12.514,10.3664,12.51,10.37,
,,,,,,12.524,10.3524,12.52,10.35,
,,,,,,12.524,10.3379,12.52,10.34,
,,,,,,12.544,10.2559,12.54,10.26,
,,,,,,12.554,10.1482,12.55,10.15,
,,,,,,12.554,10.0417,12.55,10.04,
,,,,,,12.575,9.9438,12.58,9.94,
,,,,,,12.575,9.8741,12.58,9.87,
,,,,,,12.605,9.8531,12.61,9.85,
,,,,,,12.645,9.8601,12.65,9.86,
,,,,,,12.635,9.8652,12.64,9.87,
,,,,,,12.605,9.8515,12.61,9.85,
,,,,,,12.584,9.8373,12.58,9.84,
,,,,,,12.572,9.8404,12.57,9.84,
,,,,,,12.584,9.8475,12.58,9.85,
,,,,,,12.605,9.8489,12.61,9.85,
,,,,,,12.624,9.8393,12.62,9.84,
,,,,,,12.624,9.8238,12.62,9.82,
,,,,,,12.635,9.8085,12.64,9.81,
,,,,,,12.615,9.7964,12.62,9.8,
,,,,,,12.615,9.7857,12.62,9.79,
,,,,,,12.635,9.7744,12.64,9.77,
,,,,,,12.635,9.7589,12.64,9.76,
,,,,,,12.654,9.7394,12.65,9.74,
,,,,,,12.654,9.7243,12.65,9.72,
,,,,,,12.654,9.7076,12.65,9.71,
,,,,,,12.654,9.6825,12.65,9.68,
,,,,,,12.645,9.6558,12.65,9.66,
,,,,,,12.654,9.6355,12.65,9.64,
,,,,,,12.645,9.6251,12.65,9.63,
,,,,,,12.654,9.6225,12.65,9.62,
,,,,,,12.665,9.6201,12.67,9.62,
,,,,,,12.661,9.6184,12.66,9.62,
,,,,,,12.685,9.6221,12.69,9.62,
,,,,,,12.685,9.6319,12.69,9.63,
,,,,,,12.685,9.6398,12.69,9.64,
,,,,,,12.694,9.6425,12.69,9.64,
,,,,,,12.685,9.64,12.69,9.64,
,,,,,,12.694,9.6349,12.69,9.63,
,,,,,,12.685,9.6307,12.69,9.63,
,,,,,,12.685,9.6286,12.69,9.63,
,,,,,,12.694,9.6294,12.69,9.63,
,,,,,,12.685,9.6362,12.69,9.64,
,,,,,,12.694,9.6461,12.69,9.65,
,,,,,,12.705,9.655,12.71,9.66,
,,,,,,12.715,9.6618,12.72,9.66,
,,,,,,12.715,9.671,12.72,9.67,
,,,,,,12.715,9.6818,12.72,9.68,
,,,,,,12.715,9.6919,12.72,9.69,
,,,,,,12.715,9.6985,12.72,9.7,
,,,,,,12.725,9.6965,12.73,9.7,
,,,,,,12.715,9.6886,12.72,9.69,
,,,,,,12.725,9.68,12.73,9.68,
,,,,,,12.724,9.6718,12.72,9.67,
,,,,,,12.736,9.6639,12.74,9.66,
,,,,,,12.724,9.6582,12.72,9.66,
,,,,,,12.742,9.6557,12.74,9.66,
,,,,,,12.735,9.6515,12.74,9.65,
,,,,,,12.735,9.6482,12.74,9.65,
,,,,,,12.755,9.656,12.76,9.66,
,,,,,,12.745,9.6743,12.75,9.67,
,,,,,,12.755,9.6927,12.76,9.69,
,,,,,,12.766,9.7033,12.77,9.7,
,,,,,,12.755,9.7123,12.76,9.71,
,,,,,,12.766,9.7248,12.77,9.72,
,,,,,,12.766,9.7308,12.77,9.73,
,,,,,,12.755,9.7345,12.76,9.73,
,,,,,,12.766,9.7324,12.77,9.73,
,,,,,,12.775,9.7215,12.78,9.72,
,,,,,,12.775,9.7122,12.78,9.71,
,,,,,,12.775,9.716,12.78,9.72,
,,,,,,12.796,9.7225,12.8,9.72,
,,,,,,12.785,9.7281,12.79,9.73,
,,,,,,12.796,9.7413,12.8,9.74,
,,,,,,12.796,9.7505,12.8,9.75,
,,,,,,12.796,9.7381,12.8,9.74,
,,,,,,12.796,9.7177,12.8,9.72,
,,,,,,12.796,9.7005,12.8,9.7,
,,,,,,12.815,9.6864,12.82,9.69,
,,,,,,12.806,9.6751,12.81,9.68,
,,,,,,12.815,9.6667,12.82,9.67,
,,,,,,12.806,9.6603,12.81,9.66,
,,,,,,12.815,9.6575,12.82,9.66,
,,,,,,12.826,9.6705,12.83,9.67,
,,,,,,12.826,9.6978,12.83,9.7,
,,,,,,12.822,9.7335,12.82,9.73,
,,,,,,12.836,9.7733,12.84,9.77,
,,,,,,12.836,9.8016,12.84,9.8,
,,,,,,12.836,9.812,12.84,9.81,
,,,,,,12.836,9.8183,12.84,9.82,
,,,,,,12.836,9.8231,12.84,9.82,
,,,,,,12.845,9.8312,12.85,9.83,
,,,,,,12.845,9.8395,12.85,9.84,
,,,,,,12.845,9.8444,12.85,9.84,
,,,,,,12.845,9.8474,12.85,9.85,
,,,,,,12.855,9.8437,12.86,9.84,
,,,,,,12.855,9.8348,12.86,9.83,
,,,,,,12.866,9.828,12.87,9.83,
,,,,,,12.855,9.8246,12.86,9.82,
,,,,,,12.866,9.8233,12.87,9.82,
,,,,,,12.866,9.8245,12.87,9.82,
,,,,,,12.876,9.8305,12.88,9.83,
,,,,,,12.866,9.836,12.87,9.84,
,,,,,,12.876,9.8381,12.88,9.84,
,,,,,,12.876,9.8374,12.88,9.84,
,,,,,,12.876,9.8355,12.88,9.84,
,,,,,,12.876,9.8348,12.88,9.83,
,,,,,,12.885,9.8338,12.89,9.83,
,,,,,,12.885,9.8332,12.89,9.83,
,,,,,,12.896,9.8308,12.9,9.83,
,,,,,,12.896,9.8257,12.9,9.83,
,,,,,,12.896,9.8208,12.9,9.82,
,,,,,,12.896,9.8168,12.9,9.82,
,,,,,,12.906,9.8157,12.91,9.82,
,,,,,,12.906,9.8142,12.91,9.81,
,,,,,,12.906,9.8134,12.91,9.81,
,,,,,,12.906,9.8132,12.91,9.81,
,,,,,,12.916,9.814,12.92,9.81,
,,,,,,12.927,9.8162,12.93,9.82,
,,,,,,12.916,9.8183,12.92,9.82,
,,,,,,12.927,9.8213,12.93,9.82,
,,,,,,12.927,9.8218,12.93,9.82,
,,,,,,12.936,9.8186,12.94,9.82,
,,,,,,12.936,9.8153,12.94,9.82,
,,,,,,12.936,9.8132,12.94,9.81,
,,,,,,12.946,9.8117,12.95,9.81,
,,,,,,12.946,9.8105,12.95,9.81,
,,,,,,12.946,9.8101,12.95,9.81,
,,,,,,12.957,9.8099,12.96,9.81,
,,,,,,12.957,9.8109,12.96,9.81,
,,,,,,12.946,9.8117,12.95,9.81,
,,,,,,12.966,9.8112,12.97,9.81,
,,,,,,12.966,9.8089,12.97,9.81,
,,,,,,12.966,9.8044,12.97,9.8,
,,,,,,12.966,9.802,12.97,9.8,
,,,,,,12.973,9.7994,12.97,9.8,
,,,,,,12.987,9.7972,12.99,9.8,
,,,,,,12.976,9.7947,12.98,9.79,
,,,,,,12.987,9.7928,12.99,9.79,
,,,,,,12.976,9.7922,12.98,9.79,
,,,,,,12.987,9.7871,12.99,9.79,
,,,,,,12.987,9.7731,12.99,9.77,
,,,,,,12.997,9.7619,13,9.76,
,,,,,,12.997,9.7533,13,9.75,
,,,,,,12.997,9.7486,13,9.75,
,,,,,,12.997,9.7442,13,9.74,
,,,,,,12.997,9.7443,13,9.74,
,,,,,,12.997,9.7472,13,9.75,
,,,,,,13.016,9.7535,13.02,9.75,
,,,,,,13.006,9.7601,13.01,9.76,
,,,,,,13.006,9.7634,13.01,9.76,
,,,,,,13.016,9.7657,13.02,9.77,
,,,,,,13.016,9.7675,13.02,9.77,
,,,,,,13.006,9.7722,13.01,9.77,
,,,,,,13.016,9.7782,13.02,9.78,
,,,,,,13.016,9.7814,13.02,9.78,
,,,,,,13.016,9.7781,13.02,9.78,
,,,,,,13.016,9.7711,13.02,9.77,
,,,,,,13.027,9.7633,13.03,9.76,
,,,,,,13.027,9.7561,13.03,9.76,
,,,,,,13.016,9.749,13.02,9.75,
,,,,,,13.027,9.7415,13.03,9.74,
,,,,,,13.036,9.7396,13.04,9.74,
,,,,,,13.027,9.7381,13.03,9.74,
,,,,,,13.036,9.7289,13.04,9.73,
,,,,,,13.027,9.7172,13.03,9.72,
,,,,,,13.036,9.7076,13.04,9.71,
,,,,,,13.036,9.6648,13.04,9.66,
,,,,,,13.036,9.5949,13.04,9.59,
,,,,,,13.046,9.5701,13.05,9.57,
,,,,,,13.036,9.5733,13.04,9.57,
,,,,,,13.046,9.5736,13.05,9.57,
,,,,,,13.036,9.5711,13.04,9.57,
,,,,,,13.057,9.5668,13.06,9.57,
,,,,,,13.046,9.5784,13.05,9.58,
,,,,,,13.046,9.605,13.05,9.61,
,,,,,,13.046,9.632,13.05,9.63,
,,,,,,13.057,9.6568,13.06,9.66,
,,,,,,13.057,9.6767,13.06,9.68,
,,,,,,13.046,9.6858,13.05,9.69,
,,,,,,13.057,9.689,13.06,9.69,
,,,,,,13.057,9.6897,13.06,9.69,
,,,,,,13.057,9.693,13.06,9.69,
,,,,,,13.067,9.6932,13.07,9.69,
,,,,,,13.057,9.6713,13.06,9.67,
,,,,,,13.067,9.6431,13.07,9.64,
,,,,,,13.067,9.6268,13.07,9.63,
,,,,,,13.076,9.6157,13.08,9.62,
,,,,,,13.067,9.5977,13.07,9.6,
,,,,,,13.076,9.5863,13.08,9.59,
,,,,,,13.076,9.5918,13.08,9.59,
